otu	statistic	p.value	parameter	method	C	WM	WMR	p.value.adj
Escherichia/Shigella (OTU 551)	4.709302325581355	0.09492661469496887	2	Kruskal-Wallis rank sum test	0	0	0	0.3649951549275464
Bacteroides (OTU 178)	4.611643229961456	0.09967687099047036	2	Kruskal-Wallis rank sum test	5e-4	5e-4	0.001	0.38099839520722933
Lachnospiraceae (OTU 101)	4.350347222222221	0.11358843174499599	2	Kruskal-Wallis rank sum test	0	0	0	0.431980247999909
Prevotella (OTU 251)	4.199999999999945	0.12245642825298528	2	Kruskal-Wallis rank sum test	0	0	0	0.46336527876632116
Porphyromonadaceae (OTU 6)	3.4781830936513582	0.17567992513140007	2	Kruskal-Wallis rank sum test	5e-4	5e-4	0.0015	0.46797029315772254
Porphyromonadaceae (OTU 8)	3.8479126090270337	0.1460280862041443	2	Kruskal-Wallis rank sum test	0	2.5e-4	0	0.46797029315772254
Porphyromonadaceae (OTU 16)	3.8440372329204777	0.14631131740045866	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Bacteroidales (OTU 29)	3.9807588075880997	0.13664357251970097	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 41)	3.492333629291404	0.1744413294754307	2	Kruskal-Wallis rank sum test	0	0	0.002	0.46797029315772254
Ruminococcus (OTU 54)	3.7073863636364326	0.15665753187636403	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridiales (OTU 55)	3.5184836941671906	0.17217534959614492	2	Kruskal-Wallis rank sum test	2.5e-4	0	0.003	0.46797029315772254
Porphyromonadaceae (OTU 60)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Porphyromonadaceae (OTU 62)	3.7073863636364326	0.15665753187636403	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Porphyromonadaceae (OTU 92)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Firmicutes (OTU 116)	3.9962676395965957	0.13558807907070478	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 130)	3.7073863636364326	0.15665753187636403	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 131)	3.3771709756620156	0.18478071378961686	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 154)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Dorea (OTU 168)	3.8366061565348675	0.14685595387053368	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Coriobacteriaceae (OTU 176)	3.93973488761003	0.13947534331053782	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridiales (OTU 190)	3.536496350364865	0.17063164390179328	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 195)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 208)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 212)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 216)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Porphyromonadaceae (OTU 219)	3.0681818181818676	0.21565164903815368	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 220)	3.7073863636364326	0.15665753187636403	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 236)	3.7073863636364326	0.15665753187636403	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Blautia (OTU 240)	3.269164513350517	0.19503382836382316	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Pseudoflavonifractor (OTU 254)	3.7073863636364326	0.15665753187636403	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Porphyromonadaceae (OTU 259)	3.7073863636364326	0.15665753187636403	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Porphyromonadaceae (OTU 265)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Phascolarctobacterium (OTU 269)	3.269164513350517	0.19503382836382316	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Bacteroides (OTU 271)	3.978885135135175	0.1367716451507238	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Butyricicoccus (OTU 276)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 281)	3.7073863636364326	0.15665753187636403	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 291)	3.6776738263949933	0.1590022520226893	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Bacteria (OTU 299)	3.7073863636364326	0.15665753187636403	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 302)	3.7073863636364326	0.15665753187636403	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 309)	3.5535714285713325	0.1691810705440766	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Porphyromonadaceae (OTU 312)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Coriobacteriaceae (OTU 314)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Bacteria (OTU 315)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Coriobacteriaceae (OTU 316)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Anaerofustis (OTU 317)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridiales (OTU 320)	3.3064531879092516	0.19143124017928018	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridiales (OTU 330)	3.7073863636364326	0.15665753187636403	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 331)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Bacteria (OTU 341)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridiales (OTU 342)	3.0681818181818676	0.21565164903815368	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Bacteroides (OTU 380)	3.0697674418605128	0.21548074561370772	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Ruminococcaceae (OTU 388)	3.7073863636364326	0.15665753187636403	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Bacteroides (OTU 398)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 401)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 404)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Ruminococcaceae (OTU 408)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Megasphaera (OTU 419)	3.269164513350517	0.19503382836382316	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Ralstonia (OTU 456)	3.7073863636364326	0.15665753187636403	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 459)	3.7073863636364326	0.15665753187636403	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Alistipes (OTU 467)	3.5535714285713325	0.1691810705440766	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 482)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 487)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 489)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Bacillales (OTU 491)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 493)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridiales (OTU 497)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Turicibacter (OTU 502)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Ruminococcaceae (OTU 504)	3.7073863636364326	0.15665753187636403	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 509)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridiales (OTU 511)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Ruminococcus (OTU 518)	3.0697674418605128	0.21548074561370772	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 522)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 523)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 528)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 533)	3.0697674418605128	0.21548074561370772	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Porphyromonadaceae (OTU 541)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
unknown (OTU 581)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Parabacteroides (OTU 583)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Paraprevotella (OTU 609)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Firmicutes (OTU 615)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridium_sensu (OTU 651)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 656)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 659)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridia (OTU 663)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridiales (OTU 668)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridium (OTU 670)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Enterobacteriaceae (OTU 672)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 677)	3.7073863636364326	0.15665753187636403	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 678)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridium (OTU 684)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 687)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 688)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Turicibacter (OTU 696)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Ruminococcaceae (OTU 697)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridiales (OTU 704)	3.0697674418605128	0.21548074561370772	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 709)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Anaerotruncus (OTU 719)	3.0697674418605128	0.21548074561370772	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 721)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 722)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 724)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Porphyromonadaceae (OTU 757)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lactobacillus (OTU 776)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridiales (OTU 808)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 810)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridiales (OTU 812)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 816)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Ruminococcaceae (OTU 819)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Bacteria (OTU 828)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 834)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Akkermansia (OTU 857)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Sutterella (OTU 862)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Succiniclasticum (OTU 874)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Prevotella (OTU 878)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Bacteroides (OTU 909)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Butyricimonas (OTU 937)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 942)	3.709302325581462	0.15650752880314217	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Blautia (OTU 982)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 1017)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridium (OTU 1064)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 1080)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Pasteurellaceae (OTU 1095)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Ruminococcaceae (OTU 1098)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 1100)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 1115)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Turicibacter (OTU 1118)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 1122)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 1136)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Streptococcus (OTU 1151)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 1178)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 1198)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 1199)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 1204)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 1205)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Oscillibacter (OTU 1208)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Olsenella (OTU 1246)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridiales (OTU 1251)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridiales (OTU 1253)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 1262)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Ruminococcus (OTU 1267)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Butyricicoccus (OTU 1274)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Bacteria (OTU 1565)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
unknown (OTU 1567)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Bacteria (OTU 1573)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Bacteria (OTU 1576)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 1603)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 1664)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Butyricicoccus (OTU 1674)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 1682)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Ruminococcaceae (OTU 1686)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Lachnospiraceae (OTU 1700)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Clostridiales (OTU 1725)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Parabacteroides (OTU 1736)	3.0909090909088777	0.21321493331448485	2	Kruskal-Wallis rank sum test	0	0	0	0.46797029315772254
Akkermansia (OTU 305)	2.955934036225955	0.228100942415075	2	Kruskal-Wallis rank sum test	0	0	0	0.49356324608779156
Porphyromonadaceae (OTU 21)	2.1550925925925064	0.3404298155755549	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Porphyromonadaceae (OTU 35)	2.050213675213638	0.3587581344978802	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Alistipes (OTU 68)	1.5000000000001337	0.47236655274098316	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Lachnospiraceae (OTU 76)	1.676265105740247	0.43251747324053924	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Clostridiales (OTU 84)	2.2142857142856123	0.3305019045274659	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Olsenella (OTU 90)	1.5378223279344465	0.463517488189086	2	Kruskal-Wallis rank sum test	0.001	0.0022500000000000003	5e-4	0.5110517445602878
Lachnospiraceae (OTU 98)	2.312921837578922	0.3145975994754082	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Clostridiales (OTU 125)	2.1567783701447256	0.34014299200212006	2	Kruskal-Wallis rank sum test	0.0015	0	0	0.5110517445602878
unknown (OTU 136)	2.102533393519336	0.34949476472094804	2	Kruskal-Wallis rank sum test	0	0	5e-4	0.5110517445602878
Lachnospiraceae (OTU 162)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Firmicutes (OTU 187)	2.2634730538922256	0.322472787243743	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Streptococcus (OTU 198)	2.6957335329341277	0.2597938709430713	2	Kruskal-Wallis rank sum test	5e-4	0	0	0.5110517445602878
Porphyromonadaceae (OTU 201)	1.5000000000001337	0.47236655274098316	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Clostridiales (OTU 202)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
unknown (OTU 206)	1.9772853032315556	0.3720813924935943	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Clostridiales (OTU 210)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Dorea (OTU 218)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Olsenella (OTU 225)	1.7569175374739636	0.41542268096199675	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Clostridiales (OTU 229)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Firmicutes (OTU 237)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Bacteria (OTU 238)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Staphylococcus (OTU 253)	1.7063415159346202	0.42606184893090726	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Bacteroides (OTU 257)	1.7466269841269784	0.41756565395874573	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Acetatifactor (OTU 261)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Lachnospiraceae (OTU 264)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Porphyromonadaceae (OTU 267)	1.5000000000001337	0.47236655274098316	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Escherichia/Shigella (OTU 268)	2.4725777116401937	0.29046015974792666	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Lachnospiraceae (OTU 273)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Lachnospiraceae (OTU 278)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Oscillibacter (OTU 282)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Porphyromonadaceae (OTU 284)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Lachnospiraceae (OTU 286)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Turicibacter (OTU 288)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Porphyromonadaceae (OTU 289)	1.5000000000001337	0.47236655274098316	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Lachnospiraceae (OTU 296)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Firmicutes (OTU 304)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Porphyromonadaceae (OTU 307)	1.5000000000001337	0.47236655274098316	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Dorea (OTU 311)	1.5000000000001337	0.47236655274098316	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Parabacteroides (OTU 313)	1.5000000000001337	0.47236655274098316	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Lactobacillales (OTU 319)	1.5000000000001337	0.47236655274098316	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Akkermansia (OTU 332)	1.5187500000000071	0.4679588098869202	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Anaeroplasma (OTU 334)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Ruminococcaceae (OTU 337)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Alistipes (OTU 344)	1.5000000000001337	0.47236655274098316	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Lachnospiraceae (OTU 345)	1.7063415159346202	0.42606184893090726	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Enterococcus (OTU 349)	1.522865853658473	0.4669967751351643	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Porphyromonadaceae (OTU 352)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Parasutterella (OTU 354)	1.6587301587301784	0.4363262309208761	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Lactobacillus (OTU 360)	1.5000000000001337	0.47236655274098316	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Geobacillus (OTU 361)	1.7063415159346202	0.42606184893090726	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Porphyromonadaceae (OTU 365)	1.5000000000001337	0.47236655274098316	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Parabacteroides (OTU 366)	1.8079918594183695	0.40494827758040536	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Lachnospiraceae (OTU 370)	1.7911283376399563	0.4083771399889946	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Hungatella (OTU 372)	1.7777777777776627	0.41111229050721115	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Lachnospiraceae (OTU 374)	1.8124999999999254	0.40403652366335724	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
Odoribacter (OTU 381)	1.7777777777776627	0.41111229050721115	2	Kruskal-Wallis rank sum test	0	0	0	0.5110517445602878
