otu	statistic	p.value	parameter	method	C	WM	WMR	p.value.adj
Lachnospiraceae (OTU 371)	3.9537242472266385	0.13850316195528048	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Acidaminococcus (OTU 385)	2.8982456140350834	0.2347761417779105	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridium (OTU 393)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Ruminococcaceae (OTU 402)	3.9789473684210672	0.13676738934249008	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 405)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Dialister (OTU 418)	2.8982456140350834	0.2347761417779105	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Ruminococcaceae (OTU 423)	2.806666666666674	0.24577634252399738	2	Kruskal-Wallis rank sum test	2.5e-4	0	0	0.444027264740405
Listeria (OTU 429)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Porphyromonadaceae (OTU 430)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridia (OTU 433)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 442)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Porphyromonadaceae (OTU 443)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Blautia (OTU 448)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Erysipelotrichaceae (OTU 453)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 459)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 465)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Akkermansia (OTU 468)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Dorea (OTU 484)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 489)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 503)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
unknown (OTU 506)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 508)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Firmicutes (OTU 515)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 524)	3.960000000000015	0.13806923731089177	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Akkermansia (OTU 526)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridiales (OTU 532)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridiales (OTU 534)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Bacteroides (OTU 536)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Bacteroides (OTU 540)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Porphyromonadaceae (OTU 541)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Ruminococcaceae (OTU 554)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Bacteroides (OTU 559)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Porphyromonadaceae (OTU 562)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Firmicutes (OTU 607)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Firmicutes (OTU 623)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Porphyromonadaceae (OTU 626)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Porphyromonadaceae (OTU 630)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Firmicutes (OTU 639)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Firmicutes (OTU 640)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridiales (OTU 642)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 646)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 659)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridia (OTU 660)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 667)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridium (OTU 670)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Ruminococcaceae (OTU 680)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 681)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 686)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 687)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 689)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 695)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridiales (OTU 704)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridiales (OTU 707)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 708)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 713)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 715)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 728)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 751)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Bacteria (OTU 768)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 774)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 777)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lactobacillus (OTU 778)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Peptostreptococcaceae (OTU 779)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridiales (OTU 794)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 796)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 802)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 806)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Acetatifactor (OTU 818)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 820)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Phyllobacteriaceae (OTU 823)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Bacteria (OTU 824)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 832)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 833)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Bacteroidales (OTU 850)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Akkermansia (OTU 858)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Firmicutes (OTU 877)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Bacteroides (OTU 905)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Porphyromonadaceae (OTU 920)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Bacteroides (OTU 928)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Erysipelotrichaceae (OTU 954)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Veillonellaceae (OTU 956)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 981)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 983)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridiales (OTU 988)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 999)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1003)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Enterorhabdus (OTU 1004)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Ruminococcaceae (OTU 1006)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1008)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1014)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1020)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridiales (OTU 1025)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1028)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1032)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridia (OTU 1048)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Butyricicoccus (OTU 1049)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridia (OTU 1063)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Acetatifactor (OTU 1067)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridia (OTU 1068)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Faecalibacterium (OTU 1079)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1099)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1107)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1112)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1137)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lactobacillus (OTU 1140)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lactobacillus (OTU 1144)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1155)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Ruminococcaceae (OTU 1161)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridiales (OTU 1165)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1167)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridiales (OTU 1176)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lactobacillus (OTU 1186)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1220)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1229)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridiales (OTU 1232)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridiales (OTU 1243)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Enterorhabdus (OTU 1248)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1252)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridiales (OTU 1258)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1264)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Ruminococcaceae (OTU 1265)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridium (OTU 1268)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1273)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1287)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1289)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Ruminococcaceae (OTU 1306)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1307)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1309)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Ruminococcus (OTU 1320)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1321)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1322)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridium (OTU 1327)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1336)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Ruminococcaceae (OTU 1337)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Porphyromonadaceae (OTU 1342)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Paraprevotella (OTU 1382)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Porphyromonadaceae (OTU 1436)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
unknown (OTU 1494)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
unknown (OTU 1501)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
unknown (OTU 1502)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Bacteria (OTU 1534)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Bacteria (OTU 1593)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Acetatifactor (OTU 1620)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1622)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1624)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1629)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Akkermansia (OTU 1635)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Akkermansia (OTU 1637)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Akkermansia (OTU 1638)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Akkermansia (OTU 1641)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Akkermansia (OTU 1651)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Akkermansia (OTU 1653)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Ruminococcaceae (OTU 1662)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1666)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Acetatifactor (OTU 1670)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1673)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1675)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Sporobacter (OTU 1687)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridiales (OTU 1689)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1694)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1695)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridiales (OTU 1697)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1701)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Clostridiales (OTU 1712)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 1722)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Porphyromonadaceae (OTU 1764)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Firmicutes (OTU 1790)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Firmicutes (OTU 1798)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Firmicutes (OTU 1803)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Firmicutes (OTU 1807)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Firmicutes (OTU 1808)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Firmicutes (OTU 1809)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Firmicutes (OTU 1814)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Firmicutes (OTU 1815)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Firmicutes (OTU 1816)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Firmicutes (OTU 1817)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Parabacteroides (OTU 1828)	2.6666666666666234	0.2635971381157325	2	Kruskal-Wallis rank sum test	0	0	0	0.444027264740405
Lachnospiraceae (OTU 154)	2.5142857142857427	0.2844656254504443	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Lachnospiraceae (OTU 249)	2.520000000000028	0.2836540264997664	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Lachnospiraceae (OTU 256)	2.5142857142857427	0.2844656254504443	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Akkermansia (OTU 283)	2.520000000000028	0.2836540264997664	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Lachnospiraceae (OTU 294)	2.520000000000028	0.2836540264997664	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Lachnospiraceae (OTU 309)	2.520000000000028	0.2836540264997664	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Anaerofustis (OTU 317)	2.5142857142857427	0.2844656254504443	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Akkermansia (OTU 332)	2.520000000000028	0.2836540264997664	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Lachnospiraceae (OTU 333)	2.5600000000000254	0.2780373004531906	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Akkermansia (OTU 338)	2.520000000000028	0.2836540264997664	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Clostridiales (OTU 342)	2.5142857142857427	0.2844656254504443	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Lachnospiraceae (OTU 378)	2.5142857142857427	0.2844656254504443	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Ruminococcaceae (OTU 408)	2.5142857142857427	0.2844656254504443	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Clostridiales (OTU 441)	2.5142857142857427	0.2844656254504443	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Ruminococcaceae (OTU 510)	2.5142857142857427	0.2844656254504443	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Lachnospiraceae (OTU 520)	2.5142857142857427	0.2844656254504443	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Lachnospiraceae (OTU 655)	2.520000000000028	0.2836540264997664	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Lachnospiraceae (OTU 698)	2.520000000000028	0.2836540264997664	2	Kruskal-Wallis rank sum test	0	0	0	0.45717689804535694
Lachnospiraceae (OTU 183)	2.429592476489022	0.2967704786073771	2	Kruskal-Wallis rank sum test	0.001	0	5e-4	0.4757389351721312
Lactobacillus (OTU 19)	2.3821368004522308	0.3038964075686655	2	Kruskal-Wallis rank sum test	0.10625	0.02725	0.0665	0.48592572783822147
Lachnospiraceae (OTU 286)	2.329824561403511	0.3119500248697737	2	Kruskal-Wallis rank sum test	0	0	0	0.49754054599482894
Lachnospiraceae (OTU 248)	2.321052631578943	0.3133212315673479	2	Kruskal-Wallis rank sum test	0	0	0	0.4984655956753262
Coriobacteriaceae (OTU 176)	2.305979869745416	0.31569145997131964	2	Kruskal-Wallis rank sum test	2.5e-4	0.001	0.001	0.5009713344633032
Erysipelotrichaceae (OTU 277)	2.2933333333333166	0.3176939863263271	2	Kruskal-Wallis rank sum test	0	0	0	0.5028824406673017
Dorea (OTU 142)	2.2571526351813813	0.3234934807159242	2	Kruskal-Wallis rank sum test	0	5e-4	5e-4	0.5107791800777751
Porphyromonadaceae (OTU 284)	2.1533083645443227	0.34073365329704386	2	Kruskal-Wallis rank sum test	0	0	0	0.5366555039428441
Lachnospiraceae (OTU 200)	2.141729638958871	0.34271200520448053	2	Kruskal-Wallis rank sum test	0	0	2.5e-4	0.5384253448349694
Lachnospiraceae (OTU 34)	2.108467741935492	0.3484592898460846	2	Kruskal-Wallis rank sum test	0.00825	0.03425	0.04725	0.5460929169229685
Bifidobacterium (OTU 38)	2.022087658592862	0.3638389954840936	2	Kruskal-Wallis rank sum test	0.0045000000000000005	0.004	0.00975	0.566329253274293
Lachnospiraceae (OTU 203)	2.0109725685785733	0.3658666763216464	2	Kruskal-Wallis rank sum test	0	0	0	0.566329253274293
Lachnospiraceae (OTU 264)	2.0109725685785733	0.3658666763216464	2	Kruskal-Wallis rank sum test	0	0	0	0.566329253274293
Ruminococcaceae (OTU 337)	2.0109725685785733	0.3658666763216464	2	Kruskal-Wallis rank sum test	0	0	0	0.566329253274293
Lachnospiraceae (OTU 374)	2.0210526315789674	0.36402733580873825	2	Kruskal-Wallis rank sum test	0	0	0	0.566329253274293
